brand,category,product_name,avg_price,min_price,max_price,price_std,product_count
saeco,appliances,coffee_machine,1032.3,781.37,1488.54,343.95,31
sago,electronics,telephone,15.24,14.63,15.44,0.37,8
saitek,computers,joystick,155.1,155.1,155.1,0.0,964
samsonite,accessories,bag,51.14,33.65,68.19,12.85,16
samsung,appliances,microwave,199.01,110.68,389.38,90.3,601
samsung,appliances,vacuum,194.13,62.24,737.63,167.93,266
samsung,computers,hdd,148.06,60.54,1152.06,104.38,446
samsung,computers,monitor,354.86,121.08,7497.32,499.22,545
samsung,computers,network_adapter,1.57,1.57,1.57,0.0,6
samsung,computers,notebook,21.17,12.73,47.14,11.54,26
samsung,computers,printer,163.09,2.92,580.6,113.78,742
samsung,electronics,acoustic,284.47,190.49,602.63,88.01,170
samsung,electronics,clocks,298.63,49.02,384.02,79.16,223
samsung,electronics,headphone,43.23,9.92,148.84,32.12,256
samsung,electronics,tablet,101.29,4.62,862.17,149.98,3759
samsung,electronics,telephone,210.55,1.57,1790.03,316.77,9951
samsung,electronics,tv,786.2,177.08,42590.13,2329.59,2094
samsung,stationery,battery,14.6,14.6,14.6,0.0,15
samsung,stationery,cartrige,55.91,6.73,170.02,33.9,174
sandisk,computers,hdd,125.55,59.95,274.4,88.78,5
sanitas,furniture,blanket,88.25,88.25,88.25,0.0,20
sanyo,stationery,battery,15.56,15.56,15.56,0.0,2
sapphire,computers,videocards,303.9,44.86,1722.68,146.48,10374
saturn,appliances,iron,30.89,30.89,30.89,0.0,2
saturn,appliances,juicer,68.16,68.16,68.16,0.0,7
saturn,appliances,kettle,33.12,21.78,40.68,10.35,5
sbs,computers,network_adapter,18.56,18.56,18.56,0.0,4
sbs,electronics,telephone,11.18,5.7,18.6,5.13,28
scarlett,appliances,blender,39.89,20.59,72.08,15.43,39
scarlett,appliances,coffee_grinder,29.83,26.46,31.52,2.92,3
scarlett,appliances,coffee_machine,66.66,29.35,96.4,17.66,72
scarlett,appliances,fan,28.92,9.06,41.33,10.5,13
scarlett,appliances,grill,84.72,52.38,144.17,30.72,39
scarlett,appliances,hair_cutter,22.85,17.48,36.02,5.05,88
scarlett,appliances,iron,31.68,18.79,41.32,5.64,34
scarlett,appliances,juicer,87.13,42.52,140.27,26.55,35
scarlett,appliances,kettle,33.84,15.38,64.13,12.93,43
scarlett,appliances,massager,29.79,20.3,64.02,15.39,43
scarlett,appliances,meat_grinder,51.82,45.67,70.44,7.48,53
scarlett,appliances,microwave,95.91,87.57,96.33,1.91,21
scarlett,appliances,mixer,49.52,49.52,49.52,0.0,9
scarlett,appliances,scales,28.76,20.29,33.35,5.28,20
scarlett,appliances,steam_cleaner,60.14,60.14,60.14,,1
scarlett,appliances,toster,25.27,24.79,26.49,0.37,14
scarlett,appliances,vacuum,80.04,53.21,124.06,18.3,141
scarlett,electronics,clocks,17.02,17.02,17.02,0.0,2
sceye,computers,scanner,730.96,684.22,777.7,47.4,36
scher-khan,auto,alarm,108.23,40.67,157.14,41.11,1077
sea,computers,power_supply,143.92,124.81,324.49,34.84,37
seagate,computers,hdd,120.94,43.48,594.6,69.93,1287
selenga,computers,tv_tuner,20.28,18.81,21.33,1.12,205
sencor,appliances,blender,143.59,143.59,143.59,0.0,58
sennheiser,computers,desktop,48.21,22.22,199.54,21.86,385
sennheiser,electronics,headphone,75.38,14.52,331.59,71.9,151
sharkoon,computers,desktop,334.29,334.29,334.29,0.0,2
sharp,appliances,microwave,97.66,75.63,139.33,12.75,197
sharp,computers,printer,685.71,215.73,1094.54,348.35,42
sharp,electronics,tv,312.1,138.43,365.25,85.94,57
sharp,stationery,cartrige,82.93,65.76,166.56,21.17,116
sheriff,auto,alarm,89.21,89.21,89.21,0.0,132
shivaki,appliances,microwave,70.11,66.7,71.81,2.64,6
shivaki,appliances,vacuum,118.22,118.22,118.22,0.0,6
shivaki,electronics,tv,159.99,101.1,402.35,76.4,21
sho-me,auto,parktronic,23.29,21.59,23.75,0.88,32
sho-me,auto,radar,97.12,45.65,119.05,18.09,151
sho-me,auto,videoregister,156.85,9.86,194.16,26.66,354
sho-me,electronics,tv,30.58,28.73,32.4,1.75,180
siemens,appliances,coffee_machine,697.25,697.25,697.25,0.0,6
silex,computers,router,154.26,151.06,161.29,4.9,16
silverstone,auto,videoregister,63.33,63.33,63.33,0.0,39
sinbo,appliances,air_heater,43.43,29.78,53.41,7.46,15
sinbo,appliances,blender,35.11,34.44,37.78,1.49,5
sinbo,appliances,coffee_machine,29.01,27.62,29.7,1.04,9
sinbo,appliances,fryer,40.29,39.52,42.86,1.46,13
sinbo,appliances,grill,55.58,51.43,70.63,4.98,15
sinbo,appliances,hair_cutter,27.18,14.92,31.59,4.14,47
sinbo,appliances,iron,22.54,22.54,22.54,,1
sinbo,appliances,kettle,33.04,18.25,55.87,16.07,21
sinbo,appliances,massager,34.44,34.44,34.44,,1
sinbo,appliances,meat_grinder,122.8,71.75,132.11,16.72,32
sinbo,appliances,microwave,86.22,83.65,91.27,3.91,6
sinbo,appliances,mixer,106.8,25.87,125.16,11.04,190
sinbo,appliances,scales,18.25,15.38,18.98,1.43,11
sinbo,appliances,toster,34.16,29.37,37.78,4.02,6
sinbo,appliances,vacuum,69.5,10.48,93.81,25.77,24
singer,appliances,sewing_machine,178.25,106.7,360.32,58.24,302
sirius,accessories,bag,14.6,14.6,14.6,0.0,16
sirius,computers,gaming,9.68,9.13,10.14,0.28,75
sirius,computers,network_adapter,11.11,11.11,11.11,,1
sirius,computers,notebook,47.74,11.33,85.0,22.29,151
sirius,construction,screw,13.97,4.62,35.87,6.16,138
sirius,electronics,microphone,9.44,9.37,9.44,0.02,38
sirius,electronics,tablet,16.55,6.97,51.9,8.73,584
sirius,electronics,telephone,22.83,1.57,190.0,12.45,9667
skiff,appliances,air_heater,22.38,22.38,22.38,0.0,3
skiff,construction,heater,47.94,47.94,47.94,0.0,7
sky,auto,alarm,72.86,72.86,72.86,0.0,103
sky,electronics,tv,43.36,39.11,47.6,4.3,40
skyworth,electronics,tv,216.73,164.67,313.48,45.08,73
sleepphones,electronics,headphone,95.48,44.24,96.27,6.4,66
smartbuy,computers,desktop,41.83,14.89,105.57,33.48,259
smartbuy,computers,hdd,77.93,17.95,293.9,46.97,923
smartbuy,computers,keyboard,25.18,11.59,41.41,12.32,160
smartbuy,computers,mouse,14.1,3.46,25.38,5.22,266
smartbuy,computers,network_adapter,11.62,4.11,16.87,4.15,19
smartbuy,computers,tv_tuner,17.08,17.08,17.08,0.0,48
smartbuy,construction,drill,9.4,9.38,9.48,0.04,5
smartbuy,construction,light,44.26,3.37,143.14,34.45,510
smartbuy,construction,saw,11.36,10.38,13.08,1.36,5
smartbuy,construction,screw,9.75,6.78,10.68,1.01,11
smartbuy,construction,soldering,10.36,10.21,10.38,0.06,7
smartbuy,electronics,acoustic,26.74,4.94,47.13,13.05,312
smartbuy,electronics,headphone,18.93,6.46,44.59,9.35,272
smartbuy,electronics,telephone,9.32,1.57,19.63,4.42,59
smartbuy,sport,bicycle,11.19,11.19,11.19,0.0,3
smartbuy,stationery,battery,10.95,10.95,10.95,0.0,2
smarterra,electronics,clocks,28.16,20.95,42.06,6.61,385
smile,appliances,hair_cutter,17.7,17.7,17.7,,1
smtt,electronics,telephone,10.37,5.79,10.48,0.71,44
solarbox,computers,mouse,10.39,10.13,10.52,0.1,10
sony,auto,player,152.49,62.63,375.54,73.18,870
sony,computers,joystick,67.13,62.73,81.33,4.33,179
sony,computers,notebook,50.46,14.21,90.25,19.96,19
sony,electronics,acoustic,323.83,34.44,1199.11,403.06,383
sony,electronics,dictaphone,233.19,51.79,363.71,151.91,30
sony,electronics,headphone,60.14,14.65,179.22,43.11,243
sony,electronics,tablet,21.8,10.52,72.38,16.43,43
sony,electronics,telephone,248.29,1.57,580.38,180.33,472
sony,electronics,tv,764.75,298.9,3229.19,486.68,963
sony,electronics,video,1192.26,29.46,2138.92,797.56,149
soundmax,auto,player,35.14,17.83,161.32,39.92,112
soundmax,electronics,acoustic,17.89,12.16,28.33,4.82,45
soundmax,electronics,tv,199.52,199.52,199.52,0.0,2
soundstream,auto,player,110.46,102.81,110.63,1.16,90
sparco,furniture,chair,78.95,78.95,78.95,0.0,23
sparks,electronics,acoustic,5.49,4.62,10.78,1.15,24
sparky,appliances,mixer,38.89,32.27,65.37,14.8,5
speedlink,computers,desktop,34.71,34.71,34.71,0.0,2
spigen,electronics,headphone,21.59,21.59,21.59,0.0,5
spigen,electronics,tablet,36.36,20.27,56.41,6.08,72
spigen,electronics,telephone,23.5,1.57,45.4,10.12,1607
spl,auto,player,192.38,137.62,210.63,33.8,8
sprintus,appliances,vacuum,160.19,160.19,160.19,,1
starline,auto,alarm,112.7,112.7,112.7,0.0,89
starwind,accessories,bag,86.67,86.67,86.67,0.0,13
starwind,appliances,air_heater,29.4,22.24,34.29,3.22,9
starwind,appliances,blender,48.07,41.27,53.17,5.89,6
starwind,appliances,grill,52.46,48.41,56.51,5.73,2
starwind,appliances,hair_cutter,19.73,17.46,26.22,3.48,16
starwind,appliances,iron,31.11,31.11,31.11,0.0,2
starwind,appliances,kettle,27.1,22.54,33.97,3.92,12
starwind,appliances,microwave,93.18,83.33,97.94,6.87,27
starwind,appliances,mixer,168.78,119.37,178.73,21.43,82
starwind,appliances,scales,20.68,18.25,25.87,2.86,19
starwind,appliances,vacuum,27.97,16.83,71.75,15.91,32
starwind,auto,compressor,29.14,14.76,54.92,12.34,147
starwind,computers,tv_tuner,21.64,16.03,24.76,3.34,11
starwind,electronics,tv,112.99,80.03,301.06,37.1,3223
stayer,auto,winch,31.54,29.63,41.08,4.67,6
stayer,construction,drill,12.14,6.63,14.6,2.91,10
stayer,construction,screw,12.51,9.67,14.52,2.31,10
stayer,construction,soldering,17.65,16.71,18.21,0.59,8
steelseries,computers,desktop,208.21,58.49,414.13,143.34,408
steelseries,computers,joystick,82.18,80.56,83.19,1.3,26
steelseries,computers,keyboard,207.79,168.35,210.9,9.61,246
steelseries,computers,mouse,87.52,46.81,124.89,16.28,137
steelseries,electronics,headphone,201.16,66.63,201.33,4.85,770
street,auto,videoregister,319.56,319.56,319.56,0.0,3
strike,electronics,telephone,32.56,23.38,35.98,1.57,967
sumdex,accessories,bag,30.74,17.0,47.22,7.98,152
sunon,computers,cooler,14.36,10.84,16.83,1.6,121
sunshine,construction,screw,12.14,5.65,13.33,2.31,16
superfine,computers,printer,16.29,9.84,60.21,8.68,96
superfine,stationery,cartrige,20.44,1.57,75.08,7.7,366
supermicro,computers,cooler,36.49,8.48,67.92,12.97,263
supermicro,computers,hdd,91.82,77.75,218.43,43.3,20
supermicro,computers,motherboard,395.23,161.4,1014.87,138.3,338
supermicro,computers,network_adapter,171.27,102.25,239.68,38.6,19
supermicro,computers,power_supply,212.59,185.63,248.4,17.4,22
supra,appliances,air_heater,33.35,32.1,33.52,0.47,17
supra,appliances,coffee_grinder,17.19,17.19,17.19,,1
supra,appliances,grill,97.44,97.44,97.44,0.0,3
supra,appliances,hair_cutter,11.68,11.68,11.68,0.0,2
supra,appliances,massager,54.94,54.94,54.94,0.0,2
supra,appliances,microwave,85.32,80.6,90.05,6.68,2
supra,auto,player,29.42,29.37,29.52,0.08,11
supra,computers,tv_tuner,20.27,20.17,20.79,0.24,12
supra,electronics,acoustic,23.96,11.48,36.44,14.41,4
supra,electronics,tv,177.73,118.57,271.35,41.58,186
sven,computers,camera,19.7,15.98,29.95,4.45,194
sven,computers,desktop,28.52,10.21,42.0,13.09,39
sven,computers,joystick,29.99,8.56,44.76,13.33,120
sven,computers,keyboard,15.22,8.29,19.29,3.58,19
sven,computers,mouse,17.33,4.89,21.94,4.01,88
sven,computers,power_supply,27.85,14.71,36.59,8.02,18
sven,electronics,acoustic,78.99,11.14,140.86,39.53,1283
sven,electronics,headphone,20.43,10.52,50.16,7.86,99
sven,electronics,microphone,11.25,7.14,14.57,1.52,28
svetocopy,stationery,paper,14.99,13.3,46.92,6.0,184
swat,auto,compressor,25.03,22.3,31.43,2.14,219
swat,auto,parktronic,22.54,22.54,22.54,0.0,7
swat,auto,player,45.05,18.73,180.16,37.72,620
swat,auto,videoregister,40.0,40.0,40.0,0.0,2
swat,electronics,acoustic,36.27,9.06,56.37,6.97,265
swat,electronics,tv,27.8,24.92,34.6,4.37,49
switcheasy,electronics,telephone,32.7,32.7,32.7,,1
syma,kids,toys,29.37,29.37,29.37,0.0,11
synology,computers,hdd,448.23,147.9,678.6,121.45,57
synology,computers,nas,259.44,204.63,404.89,76.33,45
tactix,construction,screw,18.13,18.13,18.13,0.0,4
tantos,auto,videoregister,644.46,644.46,644.46,,1
taonga,appliances,iron,22.22,21.43,22.75,0.72,5
targus,accessories,bag,38.94,16.51,81.65,13.31,225
targus,computers,notebook,22.05,22.0,22.38,0.13,8
targus,electronics,tablet,39.43,32.38,46.48,9.97,2
tcl,electronics,tv,568.64,115.24,1304.3,365.5,414
tdm,appliances,fan,16.97,14.51,19.48,2.42,11
tdm,construction,light,16.96,9.51,22.48,4.42,24
tdm,construction,screw,9.59,9.59,9.59,,1
tdm,construction,soldering,10.08,7.57,11.49,1.21,12
tdm,stationery,stapler,17.43,17.43,17.43,0.0,3
teco,appliances,kettle,22.73,22.24,23.7,0.73,9
tedbaker,electronics,telephone,25.88,19.86,27.27,2.15,10
tefal,appliances,coffee_machine,68.41,67.62,72.38,1.94,6
tefal,appliances,fryer,110.48,110.48,110.48,0.0,17
tefal,appliances,grill,197.19,143.95,316.68,38.23,64
tefal,appliances,iron,147.8,48.57,536.87,90.04,42
tefal,appliances,kettle,74.11,48.57,121.59,12.17,90
tefal,appliances,scales,55.99,37.46,70.94,13.9,10
tefal,appliances,steam_cleaner,210.32,210.32,210.32,0.0,2
tefal,appliances,steam_cooker,107.45,88.4,112.21,10.04,10
tefal,appliances,vacuum,310.04,27.94,527.16,111.82,108
tefal,computers,network_adapter,9.37,9.37,9.37,0.0,6
tefal,construction,generator,331.15,224.89,363.63,22.76,27
telecom,electronics,acoustic,9.66,9.4,10.21,0.25,32
telefunken,auto,player,35.77,24.95,43.19,6.4,39
telefunken,computers,tv_tuner,20.42,18.78,22.87,1.79,82
telefunken,electronics,acoustic,24.03,16.98,38.1,9.01,21
telefunken,electronics,tv,188.38,88.97,247.06,44.13,100
tenda,computers,router,51.64,14.08,71.79,13.09,30
tenda,computers,wifi,34.79,11.62,114.33,15.22,181
tesler,appliances,kettle,90.87,66.9,94.87,10.57,7
tesler,appliances,microwave,99.16,99.16,99.16,0.0,4
tesler,computers,tv_tuner,20.02,19.68,20.16,0.23,10
texet,electronics,tablet,12.06,12.06,12.06,0.0,2
texet,electronics,telephone,27.56,13.41,49.6,10.14,198
thermaltake,computers,cooler,75.64,10.17,206.0,59.83,197
thermaltake,computers,power_supply,114.19,43.71,423.49,77.07,965
thermos,accessories,bag,30.83,8.81,43.97,12.66,24
thomas,appliances,vacuum,297.24,21.52,575.73,144.58,2156
thomson,electronics,headphone,27.73,18.48,28.19,1.64,36
thomson,electronics,microphone,17.34,10.25,27.33,4.81,45
thomson,electronics,tv,128.1,128.1,128.1,0.0,5
thomson,electronics,tv_remote,16.62,14.52,18.17,0.66,169
thronmax,electronics,microphone,122.85,71.27,141.27,31.67,19
thrustmaster,computers,joystick,51.02,51.02,51.02,0.0,5
thule,accessories,bag,125.42,86.67,191.43,35.49,13
timberk,appliances,air_heater,57.42,38.33,80.97,10.12,284
timberk,appliances,scales,51.14,51.14,51.14,,1
timberk,construction,heater,69.15,53.78,84.52,21.74,2
titan,computers,cooler,33.38,10.38,71.83,19.33,489
tomahawk,auto,alarm,41.02,36.35,76.98,13.02,113
tomahawk,auto,radar,100.79,100.79,100.79,0.0,14
tomahawk,auto,videoregister,194.21,194.21,194.21,0.0,13
tomoegawa,computers,printer,118.77,10.68,402.68,148.74,38
top,computers,notebook,33.0,22.38,55.08,9.76,257
topon,appliances,vacuum,36.27,24.13,70.0,6.82,1046
topon,computers,notebook,33.12,7.71,287.7,21.73,4794
topon,stationery,battery,13.45,11.9,18.73,2.93,22
toshiba,computers,hdd,98.98,45.84,436.49,73.79,544
toshiba,computers,printer,47.98,38.24,53.35,6.54,19
toshiba,stationery,cartrige,51.65,51.65,51.65,0.0,11
totolink,computers,wifi,38.11,16.92,138.79,31.74,31
tp-link,computers,network_adapter,19.16,17.02,30.68,4.71,47
tp-link,computers,router,214.17,14.63,2046.25,475.99,215
tp-link,computers,wifi,79.42,13.87,428.41,57.4,1456
transcend,computers,cdrw,34.24,34.22,34.71,0.1,23
transcend,computers,hdd,124.45,30.3,2225.05,192.32,448
trassir,auto,videoregister,989.6,122.43,2674.71,1116.6,6
trendvision,auto,videoregister,198.0,95.08,309.52,38.64,134
tripplite,computers,notebook,90.26,41.71,167.27,30.73,39
trust,computers,camera,26.04,21.6,29.94,4.16,12
trust,computers,desktop,126.19,27.17,213.9,85.53,46
trust,computers,keyboard,41.78,34.25,51.24,5.57,18
trust,computers,mouse,31.77,13.49,45.56,10.52,65
trust,computers,notebook,37.03,21.78,56.86,11.03,102
trust,electronics,acoustic,81.72,22.9,125.9,37.48,57
trust,electronics,headphone,16.35,16.35,16.35,,1
trust,electronics,microphone,35.4,12.35,62.3,23.48,8
tt,computers,desktop,135.56,135.56,135.56,0.0,2
tuarex,computers,monitor,22.74,20.08,30.98,3.54,13
tuarex,electronics,projector,11.03,11.03,11.03,0.0,3
turbokids,electronics,tablet,90.89,87.27,101.75,5.34,46
tws,electronics,headphone,29.89,29.89,29.89,0.0,6
ubiquiti,computers,router,338.91,62.65,825.06,208.83,96
ubiquiti,computers,wifi,97.78,24.68,442.63,51.85,540
ufc,electronics,telephone,10.95,10.95,10.95,0.0,4
ultraflash,construction,light,14.09,11.49,20.76,3.44,10
ultramounts,computers,monitor,50.81,30.78,94.44,19.13,31
unify,electronics,telephone,355.48,355.48,355.48,0.0,2
uninet,computers,printer,10.79,1.57,58.7,8.74,130
uniq,electronics,headphone,21.24,20.0,21.73,0.8,21
uniq,electronics,tablet,34.74,32.7,37.46,1.99,7
uniq,electronics,telephone,7.57,7.57,7.57,,1
unit,appliances,air_heater,43.19,43.19,43.19,,1
unit,appliances,blender,41.09,21.59,43.17,5.22,19
unit,appliances,coffee_grinder,18.49,18.49,18.49,0.0,8
unit,appliances,grill,108.73,108.73,108.73,0.0,5
unit,appliances,iron,23.4,23.4,23.4,,1
unit,appliances,juicer,80.95,80.95,80.95,0.0,2
unit,appliances,kettle,28.84,22.83,41.56,6.85,31
unit,appliances,meat_grinder,69.03,60.57,87.14,8.73,227
unit,appliances,mixer,93.59,93.59,93.59,0.0,2
unit,appliances,scales,18.95,16.29,21.6,2.61,17
unit,appliances,vacuum,89.84,89.84,89.84,,1
unv,auto,videoregister,39.21,39.21,39.21,0.0,6
upvel,computers,wifi,63.49,16.51,125.35,47.89,17
ural,electronics,acoustic,76.68,13.06,206.19,60.95,668
urban,computers,notebook,88.25,88.25,88.25,0.0,20
urban,electronics,tablet,62.14,56.51,67.78,6.02,8
urban,electronics,telephone,53.9,43.97,61.43,4.73,66
urbano,accessories,bag,85.65,85.65,85.65,0.0,10
uyue,construction,screw,73.89,67.19,82.08,7.6,20
uyue,construction,soldering,34.29,34.29,34.29,0.0,78
valera,appliances,hair_cutter,156.51,134.29,189.84,30.43,5
varta,stationery,battery,16.93,14.13,17.73,1.59,9
vcom,computers,notebook,32.06,32.06,32.06,0.0,5
vcom,computers,tv_tuner,17.71,17.71,17.71,0.0,137
vcom,electronics,acoustic,10.1,4.98,11.83,1.0,38
vcom,electronics,telephone,29.81,23.73,35.89,8.6,2
vehicle,auto,videoregister,47.46,47.46,47.46,0.0,507
verbatim,computers,hdd,73.63,40.32,133.33,10.74,71
verus,electronics,telephone,6.03,4.11,9.54,2.06,69
vetus,construction,screw,13.95,13.95,13.95,0.0,2
victorinox,jewelry,souvenir,19.71,19.71,19.71,0.0,5
videovox,auto,player,24.13,24.13,24.13,,1
videx,stationery,battery,9.92,8.13,12.73,1.85,141
viewsonic,computers,monitor,243.75,88.24,1507.46,159.8,314
viewsonic,electronics,projector,997.01,336.29,3069.08,984.27,208
vigilant,auto,window,67.27,67.27,67.27,0.0,37
vigor,appliances,iron,17.59,8.84,27.05,8.19,8
vigor,appliances,kettle,17.66,9.16,39.52,11.29,12
vigor,appliances,scales,12.65,6.22,20.06,6.17,5
vigor,electronics,clocks,13.59,7.75,17.29,3.0,41
vitherum,electronics,tablet,32.7,32.7,32.7,0.0,2
vitherum,electronics,telephone,44.33,23.46,56.67,9.39,23
vlk,appliances,sewing_machine,59.32,49.49,78.98,17.03,3
vlk,appliances,steam_cleaner,76.3,62.62,89.98,15.8,4
vlk,electronics,projector,20.21,14.89,43.0,4.38,101
w.e.p,construction,screw,101.46,96.35,117.22,9.07,49
w.e.p,construction,soldering,95.33,15.38,212.1,53.89,460
w.e.p.,construction,soldering,16.97,16.97,16.97,0.0,138
wacom,electronics,tablet,248.21,58.32,3247.32,432.78,512
wahl,appliances,hair_cutter,62.49,14.41,172.86,41.78,62
webber,appliances,kettle,19.76,19.3,19.86,0.23,11
wester,auto,compressor,113.11,113.11,113.11,0.0,12
wester,construction,painting,13.7,13.7,13.7,0.0,5
wester,construction,welding,129.5,57.6,245.27,65.93,158
western,computers,hdd,106.43,106.43,106.43,0.0,43
wharfedale,electronics,acoustic,101.05,101.05,101.05,0.0,168
wiiix,electronics,telephone,13.14,10.41,24.11,2.56,49
willmark,appliances,blender,24.94,20.54,31.24,4.69,5
willmark,appliances,hair_cutter,14.24,14.24,14.24,,1
willmark,appliances,iron,25.19,22.73,27.51,2.19,9
willmark,appliances,kettle,49.8,20.4,68.3,13.22,29
willmark,appliances,microwave,75.13,62.48,83.56,6.44,14
willmark,appliances,mixer,24.27,24.27,24.27,0.0,2
willmark,appliances,scales,12.05,12.05,12.05,,1
willmark,appliances,toster,22.6,22.6,22.6,0.0,2
willmark,appliances,vacuum,47.35,44.76,70.7,8.2,10
winard,computers,power_supply,25.43,18.59,34.32,7.1,32
wits,electronics,tablet,21.81,21.81,21.81,0.0,12
wits,electronics,telephone,13.58,10.89,18.6,3.67,24
wiwu,computers,notebook,28.72,18.43,40.63,6.39,110
wiwu,electronics,headphone,47.0,47.0,47.0,0.0,6
wiwu,electronics,telephone,34.65,34.65,34.65,0.0,6
wize,electronics,projector,44.97,28.84,54.27,12.23,9
wk,computers,network_adapter,15.4,11.67,18.41,3.12,20
wk,electronics,acoustic,33.85,20.97,47.17,4.7,25
wk,electronics,headphone,28.83,7.94,49.21,7.27,231
wk,electronics,telephone,14.08,11.11,24.44,1.97,272
wolta,construction,light,43.52,4.63,97.76,23.9,77
wwq,construction,pump,29.86,29.86,29.86,,1
xdm,electronics,telephone,5.71,5.71,5.71,0.0,10
xerox,computers,printer,282.71,21.76,11036.3,487.64,1659
xerox,computers,scanner,4013.51,4013.51,4013.51,0.0,2
xerox,stationery,cartrige,102.23,38.92,500.41,58.32,1002
xerox,stationery,paper,35.8,1.57,356.19,46.48,160
xiaomi,accessories,bag,45.66,27.52,59.83,14.78,14
xiaomi,appliances,kettle,37.46,37.46,37.46,0.0,3
xiaomi,appliances,scales,33.43,25.62,45.51,4.93,14
xiaomi,appliances,vacuum,330.6,330.6,330.6,0.0,18
xiaomi,auto,videoregister,80.46,57.25,83.0,7.69,264
xiaomi,computers,mouse,26.1,26.1,26.1,,1
xiaomi,computers,wifi,54.38,12.11,199.37,25.29,200
xiaomi,construction,light,60.31,22.7,107.62,23.97,62
xiaomi,construction,screw,33.53,32.7,35.87,1.43,19
xiaomi,electronics,acoustic,30.06,30.06,30.06,0.0,2
xiaomi,electronics,clocks,39.37,29.21,74.05,8.64,145
xiaomi,electronics,headphone,39.6,16.83,130.48,18.87,257
xiaomi,electronics,projector,574.05,574.05,574.05,,1
xiaomi,electronics,tablet,278.88,14.6,430.02,72.23,1902
xiaomi,electronics,telephone,238.99,1.57,616.37,131.74,2647
xp-pen,electronics,tablet,94.7,43.81,156.52,36.29,246
xtrememac,computers,keyboard,40.63,40.63,40.63,0.0,5
yamaha,electronics,acoustic,233.48,121.75,413.83,79.2,125
yaxun,construction,screw,19.67,8.41,49.21,10.77,81
yaxun,construction,soldering,12.13,12.13,12.13,0.0,3
yihua,construction,soldering,26.64,18.56,36.03,8.76,93
yison,electronics,headphone,28.89,28.89,28.89,0.0,5
zalman,computers,cooler,21.05,10.79,40.94,12.46,1509
zalman,computers,power_supply,116.6,43.48,127.08,23.84,1119
zebra,computers,printer,238.07,217.57,393.48,54.08,75
zebra,computers,scanner,111.03,59.19,190.41,51.59,59
zencha,appliances,air_heater,22.6,22.6,22.6,0.0,10
zenet,appliances,air_heater,53.92,49.81,65.37,5.93,22
zens,electronics,telephone,24.9,24.9,24.9,,1
zetton,electronics,acoustic,12.38,12.38,12.38,0.0,23
zhongdi,construction,screw,12.35,10.62,12.52,0.57,11
zhongdi,construction,soldering,26.83,14.27,73.14,20.57,104
zikko,electronics,telephone,32.7,32.7,32.7,0.0,4
zoweetek,computers,mouse,35.62,35.62,35.62,0.0,8
zowie,computers,mouse,84.58,83.48,85.62,0.84,12
zte,computers,wifi,62.89,49.83,72.38,5.72,156
zte,electronics,telephone,120.48,11.17,412.87,87.93,223
zyxel,computers,nas,142.68,123.79,246.02,44.38,110
zyxel,computers,router,459.45,19.25,1534.9,457.07,135
zyxel,computers,wifi,127.01,24.98,538.08,102.41,300
