brand,category,product_name,avg_price,min_price,max_price,price_std,product_count
accord,computers,power_supply,106.58,20.52,111.17,8.01,474
acer,computers,cooler,10.71,10.0,10.95,0.47,4
acer,computers,desktop,70.79,70.79,70.79,0.0,2
acer,computers,monitor,302.87,74.06,4135.21,323.51,442
acer,computers,mouse,93.67,81.75,96.32,5.71,33
acer,computers,notebook,24.49,9.22,71.24,8.79,150
acer,electronics,projector,669.99,278.4,5444.65,615.64,163
acer,electronics,tablet,4.62,4.37,5.11,0.43,3
acer,electronics,tv,6720.08,2267.03,12149.24,4676.85,30
achi,construction,soldering,1464.75,1464.75,1464.75,0.0,13
acmepower,electronics,video,31.13,19.35,32.81,4.6,16
acqua,electronics,telephone,9.84,9.84,9.84,0.0,2
acv,appliances,grill,15.4,11.1,17.1,1.68,250
acv,auto,gps,61.75,61.75,61.75,0.0,16
acv,auto,player,89.22,20.11,315.87,59.37,2190
acv,auto,videoregister,103.39,28.56,206.19,52.89,146
acv,computers,joystick,33.98,33.98,33.98,0.0,28
acv,electronics,acoustic,51.51,11.11,142.7,35.24,752
acv,electronics,clocks,29.98,29.98,29.98,0.0,87
acv,electronics,microphone,41.94,41.94,41.94,0.0,92
acv,electronics,tv,194.0,67.84,475.4,96.61,584
acv,furniture,shelving,10.75,9.97,11.84,0.81,46
adata,computers,hdd,99.09,32.76,288.86,46.79,306
adata,electronics,telephone,27.92,27.92,27.92,,1
aerocool,computers,cooler,25.85,6.6,107.14,14.09,393
aerocool,computers,desktop,209.64,31.63,351.38,100.46,107
aerocool,computers,power_supply,73.24,25.24,151.06,28.49,1142
agestar,computers,hdd,77.0,64.68,100.97,17.27,106
aimoto,electronics,clocks,53.43,53.43,53.43,0.0,10
airmax,computers,cooler,12.72,11.21,13.32,0.73,20
airmax,computers,power_supply,25.11,18.3,31.14,3.66,48
airwheel,kids,skates,354.9,354.9,354.9,0.0,12
airwheel,sport,bicycle,586.06,586.06,586.06,0.0,20
akel,appliances,grill,40.15,27.32,45.43,8.41,24
akenori,auto,videoregister,145.86,145.86,145.86,0.0,5
alas,computers,notebook,54.65,5.86,88.25,15.42,1090
alas,electronics,tablet,10.48,10.48,10.48,0.0,25
alas,electronics,telephone,55.27,24.76,91.43,10.57,62
alcatel,computers,wifi,99.27,49.67,107.6,16.52,120
alcatel,electronics,tablet,25.05,25.05,25.05,0.0,4
alcatel,electronics,telephone,119.79,4.78,199.06,36.04,2198
alfa,auto,alarm,37.62,37.62,37.62,0.0,114
alfa,auto,parktronic,30.17,15.0,31.43,4.56,13
alienware,computers,monitor,819.87,391.13,927.06,219.94,20
alligator,auto,alarm,90.57,32.46,243.35,44.33,401
alligator,auto,compressor,39.35,22.54,46.84,5.93,38
allocacoc,construction,light,47.85,46.13,48.71,1.29,9
alpenkok,appliances,kettle,18.98,17.97,22.0,2.02,4
alphachem,computers,printer,11.52,11.52,11.52,0.0,24
alpine,auto,player,160.98,95.56,280.48,57.76,383
alpine,electronics,acoustic,108.67,30.95,158.57,47.32,384
amazfit,electronics,clocks,122.84,64.92,268.11,53.72,826
amd,computers,cpu,187.16,29.9,2480.76,140.14,20011
amd,computers,hdd,56.02,37.49,79.19,17.6,9
and,medicine,tonometer,36.1,36.1,36.1,0.0,16
andis,appliances,hair_cutter,201.61,115.24,454.3,125.34,36
anker,computers,network_adapter,36.92,24.94,53.33,10.98,13
anker,electronics,telephone,7.74,7.0,13.65,2.22,9
anymode,electronics,telephone,1.57,1.57,1.57,0.0,4
anytek,auto,videoregister,53.7,31.75,55.56,6.42,115
aoc,computers,monitor,222.64,69.89,994.68,128.68,658
aoc,electronics,tv,246.71,172.29,294.41,49.79,25
aopen,computers,monitor,299.94,284.46,314.51,15.25,33
aorus,computers,monitor,715.74,674.63,756.86,58.15,2
apacer,computers,hdd,41.19,28.59,76.0,12.83,276
apple,computers,keyboard,186.71,124.08,271.03,33.58,44
apple,computers,mouse,151.22,103.25,214.0,43.82,15
apple,computers,network_adapter,29.64,29.41,30.05,0.32,14
apple,computers,notebook,2505.43,92.08,4280.92,1062.74,439
apple,electronics,headphone,273.46,97.97,324.49,72.27,35
apple,electronics,tablet,556.27,395.32,1864.32,271.3,153
apple,electronics,telephone,52.71,52.44,53.24,0.46,3
aqc,computers,printer,15.05,1.57,53.73,9.1,410
araree,electronics,headphone,14.58,11.65,14.6,0.17,317
araree,electronics,tablet,24.59,21.81,25.02,1.11,30
araree,electronics,telephone,11.53,3.54,21.02,4.41,125
arctic,computers,cooler,47.42,35.62,51.35,6.42,10
arian,electronics,headphone,18.11,18.11,18.11,,1
arian,electronics,tablet,47.71,38.98,55.08,3.12,492
ark,electronics,telephone,53.23,15.87,135.87,16.25,2673
artway,auto,radar,57.8,40.08,61.75,7.39,35
artway,auto,videoregister,132.13,30.0,184.1,46.54,319
asrock,computers,motherboard,93.41,47.97,921.79,113.87,9637
astralux,appliances,sewing_machine,86.97,85.73,88.83,1.6,10
asus,accessories,bag,40.64,24.44,116.02,22.69,57
asus,computers,camera,34.16,34.16,34.16,0.0,21
asus,computers,cdrw,100.76,22.79,147.38,42.5,523
asus,computers,desktop,44.63,44.63,44.63,0.0,3
asus,computers,joystick,54.13,54.13,54.13,0.0,7
asus,computers,keyboard,169.44,169.44,169.44,0.0,12
asus,computers,monitor,1169.79,73.75,4857.32,1417.07,438
asus,computers,motherboard,95.59,50.14,607.05,83.81,10453
asus,computers,mouse,72.02,22.38,158.05,61.31,16
asus,computers,notebook,92.94,9.97,185.6,59.79,249
asus,computers,router,32.1,30.63,36.52,2.95,4
asus,computers,sound_card,130.36,42.9,304.32,85.61,342
asus,computers,videocards,344.08,48.78,1485.16,215.57,13774
asus,computers,wifi,230.59,18.02,521.6,142.28,1007
asus,electronics,projector,442.29,325.25,1002.52,226.91,60
asus,electronics,tablet,22.28,7.6,34.29,6.72,152
asus,electronics,telephone,263.76,3.33,875.83,389.06,39
asustor,computers,hdd,359.18,180.05,395.0,87.75,6
asustor,computers,nas,288.75,179.87,454.29,85.55,31
asx,computers,mouse,17.46,17.46,17.46,0.0,7
atis,auto,videoregister,64.0,44.4,95.33,24.99,7
atrix,appliances,vacuum,529.76,529.76,529.76,0.0,7
auchan,electronics,acoustic,1038.39,1009.84,1057.43,26.07,5
audio-technica,computers,desktop,178.89,178.89,178.89,0.0,6
audio-technica,electronics,headphone,153.65,18.62,360.56,109.87,70
aukey,computers,network_adapter,36.72,20.0,48.57,13.66,28
aukey,electronics,photo,12.81,10.62,21.59,4.48,25
aura,auto,player,65.88,24.13,220.63,54.44,355
aura,electronics,acoustic,45.67,10.0,103.17,33.09,107
autoprofi,furniture,chair,39.22,39.22,39.22,0.0,2
avengers,electronics,headphone,8.86,8.86,8.86,0.0,7
avermedia,computers,tv_tuner,150.63,150.63,150.63,0.0,9
avision,computers,scanner,777.67,140.67,2475.57,613.7,41
b.well,medicine,tonometer,34.03,18.4,50.81,9.19,280
bakon,construction,soldering,51.75,51.75,51.75,0.0,12
baku,construction,screw,14.24,10.03,24.76,3.78,61
ballet,stationery,paper,13.37,13.37,13.37,,1
ballu,appliances,air_heater,50.51,15.54,121.43,29.79,9
ballu,construction,heater,64.46,49.68,94.19,15.61,12
barva,computers,printer,13.75,13.13,14.37,0.88,2
barva,stationery,paper,21.71,21.71,21.71,0.0,2
baseus,accessories,bag,21.59,21.59,21.59,,1
baseus,computers,joystick,12.39,10.16,13.79,1.84,13
baseus,computers,network_adapter,18.69,7.0,23.17,5.79,18
baseus,computers,notebook,24.06,24.06,24.06,0.0,2
baseus,electronics,acoustic,24.76,24.76,24.76,,1
baseus,electronics,headphone,22.94,19.84,32.54,5.51,25
baseus,electronics,photo,25.79,16.83,35.87,5.8,93
baseus,electronics,tablet,21.04,18.41,35.87,4.79,64
baseus,electronics,telephone,21.55,5.71,50.16,9.68,285
batterika,computers,notebook,20.05,10.71,46.35,6.22,276
batterika,electronics,tablet,18.25,18.25,18.25,,1
batterika,stationery,battery,32.22,16.19,36.67,8.64,23
battleground,electronics,headphone,20.87,19.37,20.95,0.35,20
bbk,appliances,grill,71.86,71.86,71.86,0.0,13
bbk,appliances,microwave,89.06,64.11,140.81,22.4,391
bbk,appliances,vacuum,58.42,49.08,59.3,2.12,118
bbk,auto,player,48.56,29.63,58.73,9.91,238
bbk,computers,tv_tuner,22.33,15.16,26.95,1.47,291
bbk,electronics,acoustic,111.88,10.38,115.41,10.28,383
bbk,electronics,headphone,15.89,15.89,15.89,0.0,4
bbk,electronics,microphone,15.71,11.11,18.73,2.85,22
bbk,electronics,telephone,14.86,14.86,14.86,0.0,14
bbk,electronics,tv,141.35,87.16,1270.46,95.46,4837
beats,electronics,headphone,186.0,91.21,416.59,122.67,25
beecaro,electronics,acoustic,30.16,30.16,30.16,0.0,12
belkin,computers,mouse,76.22,76.22,76.22,0.0,13
belkin,electronics,acoustic,19.83,19.83,19.83,0.0,2
belkin,electronics,telephone,45.63,17.13,195.81,46.79,50
belsis,computers,network_adapter,11.18,8.08,14.29,4.39,2
belsis,electronics,acoustic,10.37,10.29,10.41,0.07,3
benq,computers,monitor,339.75,100.14,1152.97,212.01,743
benq,computers,mouse,93.76,90.46,105.84,6.38,10
benq,computers,sound_card,239.27,239.27,239.27,0.0,4
benq,electronics,projector,1247.84,342.97,3061.11,573.06,317
berkut,appliances,vacuum,72.65,44.44,76.68,10.83,32
berkut,auto,compressor,147.95,38.17,223.35,55.78,876
beurer,appliances,massager,131.72,45.22,315.1,70.89,168
beurer,appliances,scales,25.82,15.52,430.02,36.78,282
beurer,country_yard,weather_station,33.35,33.35,33.35,0.0,4
beurer,furniture,bath,88.61,72.06,104.13,16.29,31
beurer,furniture,blanket,92.94,92.94,92.94,0.0,6
bion,computers,cooler,11.03,11.03,11.03,,1
bion,electronics,acoustic,9.44,9.44,9.44,0.0,2
bion,stationery,cartrige,21.81,4.37,114.3,15.5,110
blast,auto,compressor,28.0,17.83,35.02,7.28,92
blast,computers,desktop,14.4,12.46,17.97,2.02,6
blast,computers,network_adapter,7.95,7.95,7.95,,1
blast,electronics,acoustic,20.84,9.92,26.73,4.67,16
blast,electronics,headphone,19.31,9.73,34.87,8.38,43
blast,electronics,microphone,11.59,8.98,12.13,0.94,25
blast,electronics,tablet,8.71,8.71,8.71,0.0,5
blast,electronics,telephone,10.82,7.78,12.56,0.99,41
borofone,computers,network_adapter,11.07,10.71,11.67,0.3,31
borofone,electronics,acoustic,16.7,15.87,19.37,1.08,20
borofone,electronics,headphone,16.49,10.57,66.67,5.25,145
bort,appliances,mixer,36.63,27.29,79.08,15.44,14
bort,appliances,steam_cleaner,110.1,38.98,136.92,31.52,769
bort,appliances,vacuum,132.43,22.13,307.13,51.06,693
bort,auto,compressor,33.22,15.71,39.16,7.78,103
bort,construction,drill,64.41,27.3,165.29,15.84,610
bort,construction,painting,50.26,28.94,53.97,7.23,15
bort,construction,saw,68.6,49.48,109.37,22.98,82
bort,construction,welding,91.48,50.49,113.11,29.62,10
bort,construction,wrench,96.1,38.48,117.21,26.33,89
bosch,appliances,blender,76.19,28.4,133.56,35.01,102
bosch,appliances,coffee_grinder,29.89,29.89,29.89,0.0,20
bosch,appliances,coffee_machine,63.88,13.73,119.29,40.62,197
bosch,appliances,grill,119.42,89.16,119.7,2.94,108
bosch,appliances,iron,86.28,31.7,294.7,64.32,36
bosch,appliances,juicer,161.59,35.84,219.43,79.81,17
bosch,appliances,kettle,53.95,38.59,90.24,12.61,347
bosch,appliances,meat_grinder,165.0,94.48,198.62,35.74,358
bosch,appliances,microwave,393.1,229.75,1061.44,163.45,60
bosch,appliances,mixer,57.22,33.35,71.46,8.91,183
bosch,appliances,scales,40.4,40.4,40.4,,1
bosch,appliances,toster,74.89,42.98,91.11,22.2,37
bosch,appliances,vacuum,239.48,18.71,666.02,120.72,757
bosch,construction,drill,143.12,6.75,741.52,95.9,1167
bosch,construction,generator,287.44,222.02,293.25,17.55,28
bosch,construction,painting,96.71,76.76,126.63,25.07,20
bosch,construction,saw,348.3,95.02,591.92,135.67,648
bosch,construction,screw,54.38,51.75,74.86,5.36,20
bosch,construction,wrench,237.75,65.02,561.0,176.57,32
bosch,country_yard,lawn_mower,238.75,87.16,508.22,115.51,17
bosch,stationery,stapler,63.2,25.4,78.32,24.5,21
boyscout,appliances,grill,14.84,14.84,14.84,0.0,3
bq,electronics,tablet,84.14,84.14,84.14,0.0,10
bq,electronics,telephone,31.41,21.46,40.37,4.2,321
bq,electronics,tv,231.62,126.67,239.97,23.48,367
bradex,appliances,massager,21.73,21.73,21.73,0.0,61
bradex,appliances,mixer,17.27,17.27,17.27,,1
bradex,appliances,steam_cleaner,45.22,45.22,45.22,0.0,2
braun,appliances,blender,158.72,64.44,191.43,44.83,49
braun,appliances,coffee_machine,94.13,94.13,94.13,0.0,53
braun,appliances,hair_cutter,97.8,33.11,139.05,26.55,82
braun,appliances,iron,174.07,83.49,363.79,86.04,38
braun,appliances,juicer,53.24,53.24,53.24,0.0,5
braun,appliances,kettle,80.6,67.62,88.25,6.28,17
braun,appliances,mixer,73.58,56.27,118.57,28.71,18
braun,appliances,steam_cooker,151.22,143.81,154.92,6.41,3
braun,appliances,toster,88.25,88.25,88.25,0.0,5
braun,electronics,tv,135.44,135.44,135.44,0.0,55
brita,appliances,coffee_machine,32.02,32.02,32.02,0.0,9
brita,stationery,cartrige,14.29,8.7,19.56,3.76,7
brother,appliances,sewing_machine,184.22,90.21,770.54,153.55,275
brother,computers,printer,228.42,8.24,617.83,92.1,1950
brother,computers,scanner,296.46,126.35,621.37,172.08,16
brother,stationery,cartrige,61.95,11.37,310.29,46.85,134
brother,stationery,paper,20.43,20.43,20.43,0.0,8
btcdigger,computers,power_supply,136.03,136.03,136.03,0.0,4
buro,computers,network_adapter,10.49,10.43,10.83,0.15,7
buro,computers,notebook,26.79,22.49,27.6,1.81,17
buro,computers,wifi,13.63,13.51,13.86,0.2,3
buro,country_yard,weather_station,14.78,9.71,17.89,1.59,47
buro,electronics,acoustic,6.59,1.57,10.46,4.51,23
buro,electronics,tablet,11.91,11.81,12.29,0.19,46
buro,electronics,telephone,11.74,10.13,16.41,1.64,30
buro,stationery,paper,1.57,1.57,1.57,0.0,5
buttkicker,electronics,acoustic,166.3,166.3,166.3,0.0,29
c-media,computers,sound_card,16.61,13.57,20.24,2.26,121
cablexpert,computers,network_adapter,7.51,7.51,7.51,,1
cablexpert,electronics,acoustic,13.08,9.24,33.21,5.09,78
cactus,computers,monitor,49.66,36.79,67.19,11.81,159
cactus,computers,printer,20.32,2.92,97.41,11.15,1410
cactus,electronics,projector,32.73,20.24,42.1,3.94,44
cactus,kids,skates,262.22,251.57,266.48,6.99,14
cactus,sport,bicycle,315.22,315.22,315.22,0.0,55
cactus,stationery,cartrige,33.89,1.57,216.08,47.36,3494
cactus,stationery,paper,24.87,9.1,115.71,25.35,207
cadena,computers,tv_tuner,19.6,16.84,21.92,1.66,51
camelion,construction,light,33.63,10.13,75.97,17.0,325
camelion,stationery,battery,10.45,6.35,14.49,3.23,12
cameronsino,appliances,vacuum,24.76,24.76,24.76,0.0,2
cameronsino,auto,gps,28.66,14.29,38.1,6.11,223
cameronsino,auto,videoregister,19.52,19.52,19.52,0.0,2
cameronsino,computers,notebook,50.37,45.56,78.89,6.8,30
cameronsino,computers,printer,59.36,36.03,65.94,13.05,9
cameronsino,computers,router,19.0,13.81,23.97,3.75,35
cameronsino,computers,scanner,28.1,28.1,28.1,0.0,4
cameronsino,electronics,acoustic,32.31,15.87,43.97,7.96,1182
cameronsino,electronics,headphone,19.54,10.62,20.63,1.75,150
cameronsino,electronics,tablet,34.94,19.84,81.59,11.03,301
cameronsino,electronics,telephone,19.45,11.33,25.24,4.9,141
cameronsino,electronics,video,38.29,16.19,120.16,19.41,90
cameronsino,stationery,battery,70.45,14.44,125.24,33.25,32
campingaz,accessories,bag,57.18,15.21,110.6,31.71,8
candy,appliances,microwave,125.72,80.48,207.24,27.4,182
candy,appliances,washer,666.67,666.67,666.67,0.0,60
canon,accessories,bag,64.62,36.05,67.79,9.62,50
canon,computers,mouse,48.83,48.83,48.83,,1
canon,computers,printer,201.24,3.19,2623.37,154.04,8845
canon,computers,scanner,127.98,71.29,3398.7,283.41,153
canon,electronics,calculator,18.41,18.41,18.41,0.0,5
canon,electronics,projector,1095.72,508.14,3085.41,755.11,21
canon,electronics,video,593.58,266.75,972.49,329.81,38
canon,stationery,cartrige,58.26,7.49,578.38,45.37,8633
canon,stationery,paper,17.24,11.14,31.24,5.41,27
canton,electronics,acoustic,583.34,372.7,986.32,270.42,83
canyon,computers,camera,37.52,15.25,48.56,6.03,652
canyon,computers,desktop,25.22,24.1,26.35,1.59,2
canyon,computers,joystick,23.22,15.02,24.24,2.98,18
canyon,computers,keyboard,37.12,13.06,40.97,8.22,20
canyon,computers,mouse,16.99,8.65,18.21,2.89,39
canyon,electronics,acoustic,15.0,10.03,17.52,2.53,12
canyon,electronics,headphone,21.52,11.84,36.46,6.89,9
canyon,stationery,cartrige,7.94,7.94,7.94,0.0,7
capdase,electronics,acoustic,70.33,70.33,70.33,0.0,4
carmega,auto,radar,46.28,39.68,49.21,4.49,26
carver,appliances,vacuum,43.29,43.29,43.29,0.0,2
carver,construction,saw,57.4,51.9,89.33,10.15,73
carver,country_yard,cultivator,80.02,80.02,80.02,0.0,33
casio,electronics,calculator,24.7,5.37,94.05,14.66,118
casio,electronics,piano,437.42,102.54,1417.63,338.63,413
catalyst,electronics,telephone,91.66,85.57,97.3,5.67,18
caterpillar,electronics,telephone,59.38,59.38,59.38,0.0,49
cbr,accessories,bag,13.22,13.22,13.22,,1
cbr,computers,camera,13.42,12.94,14.62,0.28,576
cbr,computers,desktop,12.49,11.86,16.94,1.15,20
cbr,computers,joystick,22.85,11.08,26.17,5.52,467
cbr,computers,keyboard,15.6,3.51,22.37,5.01,24
cbr,computers,mouse,12.82,9.0,14.97,1.19,42
cbr,construction,light,11.49,11.49,11.49,0.0,3
cbr,electronics,acoustic,16.68,11.0,24.94,3.54,62
cbr,electronics,headphone,15.75,15.21,20.63,1.71,10
cbr,electronics,microphone,10.59,10.35,11.06,0.41,3
cbr,electronics,tablet,17.63,17.63,17.63,0.0,2
celebrat,electronics,acoustic,21.43,21.43,21.43,0.0,5
celebrat,electronics,headphone,15.36,10.87,25.4,4.79,220
celly,computers,network_adapter,17.94,17.94,17.94,,1
celly,electronics,photo,13.0,13.0,13.0,0.0,32
celly,electronics,telephone,10.25,1.57,25.97,6.12,335
cenmax,auto,alarm,66.03,63.97,84.14,5.34,106
centek,appliances,blender,61.22,20.86,72.81,17.88,46
centek,appliances,coffee_grinder,26.4,21.0,27.27,2.19,14
centek,appliances,coffee_machine,29.39,25.11,42.46,7.35,51
centek,appliances,fan,21.19,21.19,21.19,0.0,2
centek,appliances,fryer,37.29,37.29,37.29,0.0,2
centek,appliances,grill,51.08,51.08,51.08,0.0,194
centek,appliances,hair_cutter,25.42,11.7,29.78,5.24,46
centek,appliances,iron,23.19,20.7,25.68,3.52,2
centek,appliances,juicer,51.51,44.79,53.19,3.76,5
centek,appliances,kettle,29.6,17.59,56.75,11.17,127
centek,appliances,massager,31.94,31.94,31.94,0.0,131
centek,appliances,meat_grinder,42.36,40.41,46.27,3.03,6
centek,appliances,microwave,71.44,71.44,71.44,,1
centek,appliances,mixer,28.9,17.83,34.78,6.92,7
centek,appliances,scales,16.03,15.33,17.08,0.86,4
centek,appliances,steam_cooker,40.57,40.57,40.57,0.0,51
centek,appliances,toster,26.81,26.81,26.81,0.0,3
centek,appliances,vacuum,60.08,46.86,78.43,14.24,32
centek,electronics,clocks,9.21,4.43,12.71,4.13,10
cet,computers,printer,34.42,10.6,157.33,34.1,179
chairman,computers,desktop,108.59,44.81,190.27,24.06,329
chairman,furniture,chair,69.11,44.89,77.49,13.42,17
chieftec,computers,power_supply,77.74,39.54,157.17,19.49,1206
cigii,electronics,acoustic,53.05,27.78,104.76,16.2,25
cipherlab,computers,scanner,95.25,95.25,95.25,,1
cisco,computers,router,282.4,50.02,3485.43,476.67,119
cisco,computers,wifi,161.22,148.63,186.4,19.5,6
citizen,electronics,calculator,18.99,11.98,27.19,4.08,46
cleanfix,appliances,vacuum,267.95,267.95,267.95,0.0,2
cnd,computers,joystick,35.63,35.62,35.63,0.0,23
cnd,computers,keyboard,38.87,38.87,38.87,,1
cnd,computers,mouse,20.14,20.14,20.14,0.0,3
cnd,electronics,headphone,37.4,37.4,37.4,0.0,8
cobra,computers,mouse,16.17,15.92,17.44,0.62,6
college,computers,desktop,103.79,67.73,163.63,22.53,26
comfort,appliances,sewing_machine,117.2,86.49,179.54,38.03,126
content,computers,printer,14.14,10.19,17.71,1.0,219
continent,accessories,bag,38.55,12.7,100.52,18.18,187
continent,computers,network_adapter,6.71,6.71,6.71,0.0,2
continent,electronics,acoustic,1.92,1.57,10.35,1.76,25
continent,electronics,headphone,10.38,10.38,10.38,,1
continent,electronics,video,24.53,11.68,36.59,10.48,8
coocazoo,accessories,bag,36.02,36.02,36.02,0.0,14
cooler,computers,cooler,35.65,30.21,54.21,4.37,48
coolpad,electronics,telephone,89.84,89.84,89.84,0.0,7
corsair,computers,power_supply,194.93,55.29,298.41,46.13,961
coteetci,computers,joystick,13.02,13.02,13.02,0.0,5
coteetci,computers,notebook,40.19,26.56,54.4,9.09,179
coteetci,electronics,telephone,37.4,32.7,55.7,4.6,19
cougar,computers,cooler,17.04,9.7,18.02,2.0,35
cougar,computers,power_supply,79.13,40.1,122.16,30.68,308
cozistyle,electronics,headphone,32.71,32.71,32.71,0.0,6
creative,computers,camera,23.84,23.84,23.84,0.0,23
creative,computers,desktop,71.64,45.27,101.95,28.0,15
creative,computers,sound_card,196.29,38.54,618.16,122.06,431
creative,electronics,acoustic,99.59,26.79,301.27,47.78,271
creative,electronics,headphone,41.12,11.24,85.11,22.94,28
crown,computers,cooler,18.63,10.87,34.62,8.57,31
crown,computers,desktop,19.61,18.89,23.11,1.55,7
crown,computers,joystick,15.88,14.79,16.75,0.41,36
crown,computers,keyboard,13.79,13.79,13.79,0.0,2
crown,computers,mouse,16.58,11.52,21.83,4.16,31
crown,computers,notebook,28.17,15.02,37.59,4.59,596
crown,computers,power_supply,38.29,22.43,59.21,6.95,86
crown,electronics,acoustic,50.13,14.86,81.63,14.35,171
crown,electronics,headphone,34.71,34.71,34.71,,1
crownman,construction,screw,13.99,4.48,16.19,2.84,20
crownman,construction,soldering,13.33,13.33,13.33,0.0,15
crucial,computers,hdd,80.71,34.56,142.81,32.18,117
crumpler,accessories,bag,9.33,9.33,9.33,0.0,10
d-color,computers,tv_tuner,23.93,13.17,27.95,3.83,196
d-link,computers,network_adapter,33.53,12.4,367.46,59.58,91
d-link,computers,router,258.77,15.68,1794.94,282.36,283
d-link,computers,wifi,49.12,14.65,252.7,31.74,171
da,electronics,acoustic,19.14,17.51,25.68,3.65,5
dahua,auto,videoregister,1457.83,191.9,4523.65,1929.91,8
dahua,computers,router,154.54,58.21,412.54,130.47,6
datalogic,computers,scanner,94.26,60.7,201.95,46.03,22
davinci,auto,alarm,50.15,29.37,76.83,21.6,110
dayrex,construction,soldering,57.57,57.57,57.57,0.0,36
dccraft,construction,soldering,24.06,24.06,24.06,0.0,16
deepcool,computers,cooler,24.11,10.08,139.54,15.66,2795
deepcool,computers,power_supply,62.01,49.9,117.32,13.97,48
defender,accessories,bag,17.61,13.27,19.97,0.81,47
defender,auto,videoregister,31.48,31.48,31.48,0.0,16
defender,computers,camera,25.16,9.11,32.76,7.43,385
defender,computers,desktop,14.38,11.16,27.0,3.77,26
defender,computers,joystick,38.73,11.68,54.71,14.47,310
defender,computers,keyboard,21.76,11.81,24.76,4.73,83
defender,computers,mouse,21.73,9.87,40.16,8.49,107
defender,computers,network_adapter,15.27,12.76,19.81,2.75,7
defender,electronics,acoustic,62.8,9.65,206.87,57.58,356
defender,electronics,headphone,5.11,0.9,21.98,6.61,196
defender,electronics,microphone,10.76,10.41,11.1,0.49,2
defender,electronics,photo,11.51,11.51,11.51,,1
defender,electronics,tablet,13.13,11.49,15.32,1.88,189
defender,electronics,telephone,11.4,10.02,16.75,1.69,31
dell,accessories,bag,50.23,21.75,131.27,23.21,73
dell,computers,cdrw,47.14,47.14,47.14,0.0,31
dell,computers,cooler,14.6,14.6,14.6,0.0,7
dell,computers,cpu,1466.95,1466.95,1466.95,,1
dell,computers,desktop,266.65,266.65,266.65,0.0,3
dell,computers,hdd,470.62,165.25,1907.97,370.08,20
dell,computers,keyboard,33.58,30.27,35.24,2.87,3
dell,computers,monitor,418.89,84.44,1870.97,282.72,390
dell,computers,mouse,39.75,13.81,146.84,28.91,80
dell,computers,network_adapter,255.07,39.21,599.84,270.73,7
dell,computers,notebook,104.55,12.14,281.21,86.53,148
dell,computers,power_supply,201.1,190.71,221.89,18.0,3
dell,computers,router,488.72,429.87,606.43,101.94,3
dell,computers,videocards,711.7,229.68,1142.56,356.08,61
dell,electronics,acoustic,48.73,48.73,48.73,0.0,33
dell,electronics,tablet,604.55,146.52,1520.6,676.55,12
delonghi,appliances,coffee_grinder,157.23,88.25,300.49,100.67,40
delonghi,appliances,coffee_machine,673.7,149.6,2534.78,619.23,558
delonghi,appliances,fryer,260.71,210.48,305.35,48.81,17
delonghi,appliances,grill,129.37,127.94,132.7,2.3,10
delonghi,appliances,kettle,166.38,62.86,183.49,34.65,59
delonghi,appliances,toster,136.1,102.54,183.49,31.26,6
delta,appliances,blender,33.27,29.19,36.65,3.49,16
delta,appliances,coffee_grinder,18.62,18.62,18.62,0.0,5
delta,appliances,coffee_machine,21.57,21.57,21.57,0.0,2
delta,appliances,fan,21.43,21.43,21.43,,1
delta,appliances,hair_cutter,16.66,15.51,18.95,1.99,3
delta,appliances,iron,23.58,23.35,23.81,0.33,2
delta,appliances,juicer,37.25,37.25,37.25,,1
delta,appliances,kettle,30.57,15.11,42.05,5.91,106
delta,appliances,meat_grinder,45.0,41.4,51.06,3.1,31
delta,appliances,mixer,15.8,14.44,17.17,1.93,2
delta,appliances,scales,14.88,14.33,15.43,0.78,2
delta,appliances,toster,24.35,24.35,24.35,0.0,12
delta,appliances,vacuum,64.49,60.54,70.41,5.41,5
dendy,computers,joystick,14.91,12.98,15.89,0.82,24
deppa,computers,network_adapter,15.25,14.49,17.52,1.52,4
deppa,electronics,acoustic,6.17,6.17,6.17,,1
deppa,electronics,headphone,9.51,9.51,9.51,,1
deppa,electronics,telephone,8.69,1.57,32.76,5.84,70
dewalt,appliances,mixer,94.46,73.38,101.48,13.01,8
dewalt,construction,drill,175.86,10.44,413.98,76.48,750
dewalt,construction,saw,184.73,143.19,222.63,28.55,7
df,electronics,tablet,18.1,18.1,18.1,0.0,3
df,electronics,telephone,13.17,12.22,13.65,0.83,3
dialog,computers,desktop,19.09,7.48,41.59,7.19,46
dialog,computers,joystick,62.8,11.46,72.98,15.92,1442
dialog,computers,keyboard,19.34,12.11,23.6,5.39,20
dialog,computers,mouse,14.89,5.62,22.22,3.21,77
dialog,electronics,acoustic,78.0,7.86,193.46,41.93,1014
dialog,electronics,headphone,13.73,9.32,23.68,3.92,97
dialog,electronics,microphone,11.56,10.19,13.78,1.36,33
digis,electronics,projector,85.89,85.89,85.89,0.0,7
digma,auto,parktronic,22.33,21.43,23.03,0.82,16
digma,auto,player,42.03,19.6,177.94,30.82,422
digma,auto,radar,24.76,24.76,24.76,0.0,22
digma,auto,videoregister,68.25,24.76,135.87,37.4,269
digma,computers,ebooks,75.65,67.27,94.62,8.81,605
digma,computers,network_adapter,17.4,17.4,17.4,,1
digma,electronics,acoustic,43.95,14.94,120.0,28.53,121
digma,electronics,headphone,23.74,20.0,27.94,2.34,21
